id,secCode,secName,orgId,announcementId,announcementTitle,announcementTime,adjunctUrl,adjunctSize,adjunctType,storageTime,columnId,pageColumn,announcementType,associateAnnouncement,important,batchNum,announcementContent,orgName,tileSecName,shortTitle,announcementTypeName,secNameList
,000012,南  玻Ａ,gssz0000012,1204680418,2017年年度报告摘要,1524412800000,finalpage/2018-04-23/1204680418.PDF,333,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,南  玻Ａ,2017年年度报告摘要,,
,000012,南  玻Ａ,gssz0000012,1204680426,2017年年度报告（已取消）,1524412800000,finalpage/2018-04-23/1204680426.PDF,2691,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,,,,,,南  玻Ａ,2017年年度报告（已取消）,,
,000016,深康佳Ａ,gssz0000016,1202150039,2015年年度报告,1460044800000,finalpage/2016-04-08/1202150039.PDF,1129,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,1202150908,,,,,深康佳Ａ,2015年年度报告,,
,000016,深康佳Ａ,gssz0000016,1202150021,2015年年度报告摘要,1460044800000,finalpage/2016-04-08/1202150021.PDF,239,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,深康佳Ａ,2015年年度报告摘要,,
,000010,美丽生态,gssz0000010,1209739119,2018年年度报告（更新后）,1618934400000,finalpage/2021-04-21/1209739119.PDF,3046,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030140,,,,,,美丽生态,2018年年度报告（更新后）,,
,000010,美丽生态,gssz0000010,1209739116,2020年年度报告,1618934400000,finalpage/2021-04-21/1209739116.PDF,3307,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,,,,,,美丽生态,2020年年度报告,,
,000010,美丽生态,gssz0000010,1209739115,2020年年度报告摘要,1618934400000,finalpage/2021-04-21/1209739115.PDF,305,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,美丽生态,2020年年度报告摘要,,
,000010,美丽生态,gssz0000010,1209739120,2019年年度报告（更新后）,1618934400000,finalpage/2021-04-21/1209739120.PDF,3665,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030140,,,,,,美丽生态,2019年年度报告（更新后）,,
,000014,沙河股份,gssz0000014,1203223767,2016年年度报告摘要,1490803200000,finalpage/2017-03-30/1203223767.PDF,385,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,沙河股份,2016年年度报告摘要,,
,000014,沙河股份,gssz0000014,1203223769,2016年年度报告,1490803200000,finalpage/2017-03-30/1203223769.PDF,2460,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,1203223994,,,,,沙河股份,2016年年度报告,,
,000016,深康佳Ａ,gssz0000016,1203237062,2016年年度报告摘要,1490889600000,finalpage/2017-03-31/1203237062.PDF,234,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,深康佳Ａ,2016年年度报告摘要,,
,000016,深康佳Ａ,gssz0000016,1203237063,2016年年度报告,1490889600000,finalpage/2017-03-31/1203237063.PDF,1033,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,,,,,,深康佳Ａ,2016年年度报告,,
,000012,南  玻Ａ,gssz0000012,1206041637,2018年年度报告摘要,1555430400000,finalpage/2019-04-17/1206041637.PDF,314,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,南  玻Ａ,2018年年度报告摘要,,
,000012,南  玻Ａ,gssz0000012,1206041640,2018年年度报告,1555430400000,finalpage/2019-04-17/1206041640.PDF,3417,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,1206042257,,,,,南  玻Ａ,2018年年度报告,,
,000011,深物业A,gssz0000011,1205965131,2018年年度报告摘要,1553875200000,finalpage/2019-03-30/1205965131.PDF,282,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,深物业A,2018年年度报告摘要,,
,000011,深物业A,gssz0000011,1205965137,2018年年度报告,1553875200000,finalpage/2019-03-30/1205965137.PDF,4507,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,,,,,,深物业A,2018年年度报告,,
,000009,中国宝安,gssz0000009,1209867852,2020年年度报告（更新后）,1619712000000,finalpage/2021-04-30/1209867852.PDF,12013,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030140,,,,,,中国宝安,2020年年度报告（更新后）,,
,000009,中国宝安,gssz0000009,1209466145,2020年年度报告（已取消）,1616774400000,finalpage/2021-03-27/1209466145.PDF,11893,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,,,,,,中国宝安,2020年年度报告（已取消）,,
,000009,中国宝安,gssz0000009,1209466144,2020年年度报告摘要,1616774400000,finalpage/2021-03-27/1209466144.PDF,297,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,中国宝安,2020年年度报告摘要,,
,000010,*ST美丽,gssz0000010,1206313487,2018年年度报告摘要（更新后）,1559145600000,finalpage/2019-05-30/1206313487.PDF,288,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030140,,,,,,*ST美丽,2018年年度报告摘要（更新后）,,
,000010,*ST美丽,gssz0000010,1206313486,2018年年度报告（已取消）,1559145600000,finalpage/2019-05-30/1206313486.PDF,6372,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,,,,,,*ST美丽,2018年年度报告（已取消）,,
,000010,美丽生态,gssz0000010,1206089728,2018年年度报告（已取消）,1556121600000,finalpage/2019-04-25/1206089728.PDF,3009,PDF,,250102||251302||09020202||250101,SZZB,01010503||010112||01030101,,,,,,美丽生态,2018年年度报告（已取消）,,
,000010,美丽生态,gssz0000010,1206089720,2018年年度报告摘要（已取消）,1556121600000,finalpage/2019-04-25/1206089720.PDF,288,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,美丽生态,2018年年度报告摘要（已取消）,,
,000014,沙河股份,gssz0000014,1203223767,2016年年度报告摘要,1490803200000,finalpage/2017-03-30/1203223767.PDF,385,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,沙河股份,2016年年度报告摘要,,
,000014,沙河股份,gssz0000014,1203223769,2016年年度报告,1490803200000,finalpage/2017-03-30/1203223769.PDF,2460,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,1203223994,,,,,沙河股份,2016年年度报告,,
,000002,万  科Ａ,gssz0000002,1207381081,2019年年度报告,1584460800000,finalpage/2020-03-18/1207381081.PDF,9959,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,1207381305,,,,,万  科Ａ,2019年年度报告,,
,000002,万  科Ａ,gssz0000002,1207381090,2019年年度报告摘要,1584460800000,finalpage/2020-03-18/1207381090.PDF,610,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,万  科Ａ,2019年年度报告摘要,,
,000016,深康佳Ａ,gssz0000016,1203237062,2016年年度报告摘要,1490889600000,finalpage/2017-03-31/1203237062.PDF,234,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,深康佳Ａ,2016年年度报告摘要,,
,000016,深康佳Ａ,gssz0000016,1203237063,2016年年度报告,1490889600000,finalpage/2017-03-31/1203237063.PDF,1033,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,,,,,,深康佳Ａ,2016年年度报告,,
,000012,南  玻Ａ,gssz0000012,1206041637,2018年年度报告摘要,1555430400000,finalpage/2019-04-17/1206041637.PDF,314,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,南  玻Ａ,2018年年度报告摘要,,
,000012,南  玻Ａ,gssz0000012,1206041640,2018年年度报告,1555430400000,finalpage/2019-04-17/1206041640.PDF,3417,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,1206042257,,,,,南  玻Ａ,2018年年度报告,,
,000010,*ST美丽,gssz0000010,1207872095,2015年年度报告（更新后）,1590681600000,finalpage/2020-05-29/1207872095.PDF,3283,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030140,,,,,,*ST美丽,2015年年度报告（更新后）,,
,000010,*ST美丽,gssz0000010,1207872096,2015年年度报告摘要（更新后）,1590681600000,finalpage/2020-05-29/1207872096.PDF,193,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110||01030140,,,,,,*ST美丽,2015年年度报告摘要（更新后）,,
,000010,*ST美丽,gssz0000010,1207872097,2016年年度报告（更新后）,1590681600000,finalpage/2020-05-29/1207872097.PDF,3164,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030140,,,,,,*ST美丽,2016年年度报告（更新后）,,
,000010,*ST美丽,gssz0000010,1207872099,2017年年度报告（更新后）,1590681600000,finalpage/2020-05-29/1207872099.PDF,3145,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030140,,,,,,*ST美丽,2017年年度报告（更新后）,,
,000010,*ST美丽,gssz0000010,1207872100,2017年年度报告摘要（更新后）,1590681600000,finalpage/2020-05-29/1207872100.PDF,282,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110||01030140,,,,,,*ST美丽,2017年年度报告摘要（更新后）,,
,000010,*ST美丽,gssz0000010,1207872785,2016年年度报告摘要（更新后）,1590681600000,finalpage/2020-05-29/1207872785.PDF,215,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030140,,,,,,*ST美丽,2016年年度报告摘要（更新后）,,
,000010,*ST美丽,gssz0000010,1207684619,2019年年度报告（已取消）,1588176000000,finalpage/2020-04-30/1207684619.PDF,7569,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,,,,,,*ST美丽,2019年年度报告（已取消）,,
,000010,*ST美丽,gssz0000010,1207684618,2019年年度报告摘要,1588176000000,finalpage/2020-04-30/1207684618.PDF,343,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,*ST美丽,2019年年度报告摘要,,
,000016,深康佳Ａ,gssz0000016,1204553579,2017年年度报告摘要,1522425600000,finalpage/2018-03-31/1204553579.PDF,315,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,深康佳Ａ,2017年年度报告摘要,,
,000016,深康佳Ａ,gssz0000016,1204553590,2017年年度报告,1522425600000,finalpage/2018-03-31/1204553590.PDF,1197,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,1204556276,,,,,深康佳Ａ,2017年年度报告,,
,000014,沙河股份,gssz0000014,1204529757,2017年年度报告摘要,1522252800000,finalpage/2018-03-29/1204529757.PDF,340,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,沙河股份,2017年年度报告摘要,,
,000014,沙河股份,gssz0000014,1204529773,2017年年度报告,1522252800000,finalpage/2018-03-29/1204529773.PDF,2411,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,1204533285,,,,,沙河股份,2017年年度报告,,
,000016,深康佳Ａ,gssz0000016,1205967760,2018年年度报告摘要,1553875200000,finalpage/2019-03-30/1205967760.PDF,273,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,深康佳Ａ,2018年年度报告摘要,,
,000016,深康佳Ａ,gssz0000016,1205967768,2018年年度报告,1553875200000,finalpage/2019-03-30/1205967768.PDF,1505,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,,,,,,深康佳Ａ,2018年年度报告,,
,000014,沙河股份,gssz0000014,1205963459,2018年年度报告摘要,1553875200000,finalpage/2019-03-30/1205963459.PDF,339,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,沙河股份,2018年年度报告摘要,,
,000014,沙河股份,gssz0000014,1205963476,2018年年度报告,1553875200000,finalpage/2019-03-30/1205963476.PDF,2425,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,,,,,,沙河股份,2018年年度报告,,
,000016,深康佳Ａ,gssz0000016,1207552466,2019年年度报告摘要,1587484800000,finalpage/2020-04-22/1207552466.PDF,302,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,深康佳Ａ,2019年年度报告摘要,,
,000016,深康佳Ａ,gssz0000016,1207552471,2019年年度报告,1587484800000,finalpage/2020-04-22/1207552471.PDF,1422,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,,,,,,深康佳Ａ,2019年年度报告,,
,000012,南  玻Ａ,gssz0000012,1207683740,2019年年度报告摘要,1588176000000,finalpage/2020-04-30/1207683740.PDF,370,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,南  玻Ａ,2019年年度报告摘要,,
,000012,南  玻Ａ,gssz0000012,1207683744,2019年年度报告,1588176000000,finalpage/2020-04-30/1207683744.PDF,2739,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,,,,,,南  玻Ａ,2019年年度报告,,
,000016,深康佳Ａ,gssz0000016,1209736539,2020年年度报告（更新后）,1618934400000,finalpage/2021-04-21/1209736539.PDF,4531,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030140,,,,,,深康佳Ａ,2020年年度报告（更新后）,,
,000016,深康佳Ａ,gssz0000016,1209438897,2020年年度报告摘要,1616515200000,finalpage/2021-03-24/1209438897.PDF,299,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,深康佳Ａ,2020年年度报告摘要,,
,000016,深康佳Ａ,gssz0000016,1209438905,2020年年度报告（已取消）,1616515200000,finalpage/2021-03-24/1209438905.PDF,1538,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,,,,,,深康佳Ａ,2020年年度报告（已取消）,,
,000014,沙河股份,gssz0000014,1207409905,2019年年度报告摘要,1585238400000,finalpage/2020-03-27/1207409905.PDF,538,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,沙河股份,2019年年度报告摘要,,
,000014,沙河股份,gssz0000014,1207409910,2019年年度报告,1585238400000,finalpage/2020-03-27/1207409910.PDF,4878,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,,,,,,沙河股份,2019年年度报告,,
,000012,南  玻Ａ,gssz0000012,1209687497,2020年年度报告摘要,1618416000000,finalpage/2021-04-15/1209687497.PDF,420,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,南  玻Ａ,2020年年度报告摘要,,
,000012,南  玻Ａ,gssz0000012,1209687499,2020年年度报告,1618416000000,finalpage/2021-04-15/1209687499.PDF,2832,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,,,,,,南  玻Ａ,2020年年度报告,,
,000011,深物业A,gssz0000011,1207380441,2019年年度报告,1584460800000,finalpage/2020-03-18/1207380441.PDF,1421,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,1207381302,,,,,深物业A,2019年年度报告,,
,000011,深物业A,gssz0000011,1207380446,2019年年度报告摘要,1584460800000,finalpage/2020-03-18/1207380446.PDF,553,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,深物业A,2019年年度报告摘要,,
,000012,南  玻Ａ,gssz0000012,1213059469,2021年年度报告,1650816000000,finalpage/2022-04-25/1213059469.PDF,4620,PDF,,09020202||250101||251302,SZZB,01010503||010112||010301,,,,,,南  玻Ａ,2021年年度报告,,
,000012,南  玻Ａ,gssz0000012,1213059456,2021年年度报告摘要,1650816000000,finalpage/2022-04-25/1213059456.PDF,400,PDF,,09020202||250101||251302,SZZB,01010503||010112||010301,,,,,,南  玻Ａ,2021年年度报告摘要,,
,000011,深物业A,gssz0000011,1209492600,2020年年度报告摘要,1617120000000,finalpage/2021-03-31/1209492600.PDF,440,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030110,,,,,,深物业A,2020年年度报告摘要,,
,000011,深物业A,gssz0000011,1209492604,2020年年度报告,1617120000000,finalpage/2021-03-31/1209492604.PDF,1276,PDF,,09020202||250101||250102||251302,SZZB,01010503||010112||01030101,,,,,,深物业A,2020年年度报告,,
